,Number,Name,Theme,Year,Pieces,Minifigs,Availability,Retired,ReleasedDate,RetiredDate,Retail,Value
230,60133-1,City Advent Calendar,City,2016,290,7,Retail,True,17/09/2016,30/09/2016,19;99 €,35;19 €
231,60134-1,Fun in the Park City People Pack,City,2016,157,15,Exclusive,True,22/05/2016,21/11/2017,39;99 €,40;83 €
232,66537-1,3-in-1 Super Pack,Friends,2016,350,0,RetailLimited,True,01/01/2016,01/01/2018,34;99 €,63;23 €
233,70310-1,Knighton Battle Blaster,Nexo Knights,2016,76,2,Retail,True,02/01/2016,30/01/2017,9;99 €,10;37 €
234,70311-1,Chaos Catapult,Nexo Knights,2016,93,2,Retail,True,02/01/2016,02/03/2017,9;99 €,13;20 €
235,70312-1,Lance's Mecha Horse,Nexo Knights,2016,237,3,Retail,True,02/01/2016,17/02/2017,19;99 €,27;05 €
236,70313-1,Moltor's Lava Smasher,Nexo Knights,2016,187,2,Retail,True,02/01/2016,25/02/2017,19;99 €,28;52 €
237,70314-1,Beast Master's Chaos Chariot,Nexo Knights,2016,314,2,Retail,True,02/01/2016,18/01/2017,32;99 €,42;69 €
238,70315-1,Clay's Rumble Blade,Nexo Knights,2016,367,5,Retail,True,02/01/2016,18/11/2016,39;99 €,111;70 €
239,70316-1,Jestro's Evil Mobile,Nexo Knights,2016,658,2,Retail,True,02/01/2016,19/05/2017,49;99 €,105;59 €
240,70317-1,The Fortrex,Nexo Knights,2016,1140,7,Retail,True,02/01/2016,28/11/2017,99;99 €,132;52 €
241,70318-1,The Glob Lobber,Nexo Knights,2016,95,0,Retail,True,01/08/2016,19/05/2017,9;99 €,11;44 €
242,70319-1,Macy's Thunder Mace,Nexo Knights,2016,202,0,Retail,True,01/08/2016,19/05/2017,19;99 €,27;74 €
243,70320-1,Aaron Fox's Aero-Striker V2,Nexo Knights,2016,301,3,Retail,True,01/08/2016,19/05/2017,32;99 €,38;32 €
244,70321-1,General Magmar's Siege Machine of Doom,Nexo Knights,2016,516,3,Retail,True,01/08/2016,10/07/2017,49;99 €,87;12 €
245,70322-1,Axl's Tower Carrier,Nexo Knights,2016,670,4,Retail,True,01/08/2016,29/08/2017,79;99 €,81;50 €
246,70323-1,Jestro's Volcano Lair,Nexo Knights,2016,1186,10,Retail,True,01/08/2016,19/05/2017,119;99 €,154;10 €
247,70324-1,Merlok's Library 2.0,Nexo Knights,2016,288,3,RetailLimited,True,02/01/2016,13/06/2017,24;99 €,30;99 €
248,70325-1,Infernox Captures the Queen,Nexo Knights,2016,253,2,RetailLimited,True,02/01/2016,11/04/2017,24;99 €,35;98 €
249,70326-1,The Black Knight Mech,Nexo Knights,2016,530,4,RetailLimited,True,01/08/2016,30/07/2017,49;99 €,63;96 €
250,70327-1,The King's Mech,Nexo Knights,2016,375,3,RetailLimited,True,02/01/2016,24/01/2017,32;99 €,86;24 €
251,70330-1,Ultimate Clay,Nexo Knights,2016,72,1,Retail,True,02/01/2016,24/02/2017,9;99 €,21;66 €
252,70331-1,Ultimate Macy,Nexo Knights,2016,101,1,Retail,True,02/01/2016,16/01/2017,9;99 €,14;07 €
253,70332-1,Ultimate Aaron,Nexo Knights,2016,82,1,Retail,True,02/01/2016,20/02/2017,9;99 €,30;79 €
254,70333-1,Ultimate Robin,Nexo Knights,2016,75,1,Retail,True,02/01/2016,30/03/2017,9;99 €,12;45 €
255,70334-1,Ultimate Beast Master,Nexo Knights,2016,65,1,Retail,True,02/01/2016,12/04/2017,9;99 €,9;71 €
256,70335-1,Ultimate Lavaria,Nexo Knights,2016,69,1,Retail,True,02/01/2016,19/05/2017,9;99 €,10;66 €
257,70336-1,Ultimate Axl,Nexo Knights,2016,69,0,Retail,True,01/08/2016,13/08/2017,9;99 €,19;23 €
258,70337-1,Ultimate Lance,Nexo Knights,2016,75,0,Retail,True,01/08/2016,11/08/2017,9;99 €,14;31 €
259,70338-1,Ultimate General Magmar,Nexo Knights,2016,64,1,Retail,True,01/08/2016,11/08/2017,9;99 €,15;99 €
260,70339-1,Ultimate Flama,Nexo Knights,2016,67,1,Retail,True,01/08/2016,11/08/2017,9;99 €,16;37 €
261,70588-1,Titanium Ninja Tumbler,Ninjago,2016,342,3,Retail,True,01/08/2016,17/12/2017,29;99 €,88;70 €
262,70589-1,Rock Roader,Ninjago,2016,406,4,Retail,True,01/08/2016,19/11/2017,39;99 €,92;51 €
263,70590-1,Airjitzu Battle Grounds,Ninjago,2016,666,5,RetailLimited,True,01/08/2016,19/05/2017,59;99 €,75;99 €
264,70591-1,Kryptarium Prison Breakout,Ninjago,2016,207,5,Retail,True,01/08/2016,19/11/2017,19;99 €,45;93 €
265,70592-1,Salvage M.E.C.,Ninjago,2016,439,4,Retail,True,01/08/2016,25/11/2017,39;99 €,91;63 €
266,70593-1,The Green NRG Dragon,Ninjago,2016,567,5,Retail,True,01/08/2016,12/11/2017,49;99 €,92;59 €
267,70594-1,The Lighthouse Siege,Ninjago,2016,767,8,Retail,True,01/08/2016,25/11/2017,61;59 €,176;57 €
268,70595-1,Ultra Stealth Raider,Ninjago,2016,1093,7,Retail,True,01/08/2016,25/11/2017,119;99 €,299;35 €
269,70596-1,Samurai X Cave Chaos,Ninjago,2016,1253,8,RetailLimited,True,01/08/2016,22/11/2017,119;99 €,290;44 €
270,70599-1,Cole's Dragon,Ninjago,2016,98,2,Retail,True,01/03/2016,03/11/2016,9;99 €,62;07 €
271,70600-1,Ninja Bike Chase,Ninjago,2016,231,3,Retail,True,01/03/2016,04/07/2017,19;99 €,74;78 €
272,70601-1,Sky Shark,Ninjago,2016,221,2,Retail,True,01/03/2016,29/07/2017,19;99 €,44;10 €
273,70602-1,Jay's Elemental Dragon,Ninjago,2016,350,2,Retail,True,01/03/2016,15/05/2017,34;99 €,154;20 €
274,70603-1,Raid Zeppelin,Ninjago,2016,294,3,Retail,True,01/03/2016,04/07/2017,32;99 €,90;13 €
275,70604-1,Tiger Widow Island,Ninjago,2016,450,5,Retail,True,01/03/2016,11/07/2017,49;99 €,108;71 €
276,70605-1,Misfortune's Keep,Ninjago,2016,754,6,Retail,True,01/03/2016,11/08/2017,89;99 €,244;25 €
277,71011-0,Random Bag,Minifigure Series,2016,0,1,Retail,True,01/02/2016,01/04/2016,2;99 €,10;34 €
278,71011-1,Farmer,Minifigure Series,2016,6,1,Retail,True,01/02/2016,01/04/2016,2;99 €,8;38 €
279,71011-2,Astronaut,Minifigure Series,2016,8,1,Retail,True,01/02/2016,01/04/2016,2;99 €,4;18 €
280,71011-3,Frightening Knight,Minifigure Series,2016,7,1,Retail,True,01/02/2016,01/04/2016,2;99 €,22;65 €
281,71011-4,Clumsy Guy,Minifigure Series,2016,6,1,Retail,True,01/02/2016,01/04/2016,2;99 €,5;17 €
282,71011-5,Tribal Woman,Minifigure Series,2016,6,1,Retail,True,01/02/2016,01/04/2016,2;99 €,7;66 €
283,71011-6,Flying Warrior,Minifigure Series,2016,10,1,Retail,True,01/02/2016,01/04/2016,2;99 €,6;34 €
284,71011-7,Faun,Minifigure Series,2016,5,1,Retail,True,01/02/2016,01/04/2016,2;99 €,6;74 €
285,71011-8,Animal Control Officer,Minifigure Series,2016,6,1,Retail,True,01/02/2016,01/04/2016,2;99 €,4;05 €
286,71011-9,Janitor,Minifigure Series,2016,6,1,Retail,True,01/02/2016,01/04/2016,2;99 €,10;38 €
287,71011-10,Ballerina,Minifigure Series,2016,5,1,Retail,True,01/02/2016,01/04/2016,2;99 €,3;66 €
288,71011-11,Laser Mech,Minifigure Series,2016,8,1,Retail,True,01/02/2016,01/04/2016,2;99 €,4;28 €
289,71011-12,Kendo Fighter,Minifigure Series,2016,6,1,Retail,True,01/02/2016,01/04/2016,2;99 €,7;81 €
290,71011-13,Shark Suit Guy,Minifigure Series,2016,4,1,Retail,True,01/02/2016,01/04/2016,2;99 €,4;20 €
291,71011-14,Wrestling Champion,Minifigure Series,2016,5,1,Retail,True,01/02/2016,01/04/2016,2;99 €,5;44 €
292,71011-15,Jewel Thief,Minifigure Series,2016,7,1,Retail,True,01/02/2016,01/04/2016,2;99 €,9;42 €
293,71011-16,Queen,Minifigure Series,2016,7,1,Retail,True,01/02/2016,01/04/2016,2;99 €,11;91 €
294,71011-17,Complete Set,Minifigure Series,2016,102,16,Retail,True,01/02/2016,01/04/2016,47;84 €,67;71 €
295,71012-0,Random Bag,Minifigure Series,2016,0,1,Retail,True,01/05/2016,01/08/2016,2;99 €,8;80 €
296,71012-1,Stitch,Minifigure Series,2016,3,1,Retail,True,01/05/2016,01/08/2016,2;99 €,12;14 €
297,71012-2,Alien,Minifigure Series,2016,3,1,Retail,True,01/05/2016,01/08/2016,2;99 €,3;92 €
298,71012-3,Buzz Lightyear,Minifigure Series,2016,7,1,Retail,True,01/05/2016,01/08/2016,2;99 €,11;27 €
299,71012-4,Aladdin,Minifigure Series,2016,5,1,Retail,True,01/05/2016,01/08/2016,2;99 €,11;84 €
300,71012-5,Genie,Minifigure Series,2016,6,1,Retail,True,01/05/2016,01/08/2016,2;99 €,5;96 €
301,71012-6,Maleficent,Minifigure Series,2016,9,1,Retail,True,01/05/2016,01/08/2016,2;99 €,15;23 €
302,71012-7,Alice,Minifigure Series,2016,7,1,Retail,True,01/05/2016,01/08/2016,2;99 €,16;17 €
303,71012-8,Cheshire Cat,Minifigure Series,2016,4,1,Retail,True,01/05/2016,01/08/2016,2;99 €,13;85 €
304,71012-9,Daisy Duck,Minifigure Series,2016,5,1,Retail,True,01/05/2016,01/08/2016,2;99 €,5;26 €
305,71012-10,Donald Duck,Minifigure Series,2016,5,1,Retail,True,01/05/2016,01/08/2016,2;99 €,9;67 €
306,71012-11,Minnie Mouse,Minifigure Series,2016,5,1,Retail,True,01/05/2016,01/08/2016,2;99 €,9;68 €
307,71012-12,Mickey Mouse,Minifigure Series,2016,3,1,Retail,True,01/05/2016,01/08/2016,2;99 €,5;58 €
308,71012-13,Mr. Incredible,Minifigure Series,2016,5,1,Retail,True,01/05/2016,01/08/2016,2;99 €,8;79 €
309,71012-14,Syndrome,Minifigure Series,2016,6,1,Retail,True,01/05/2016,01/08/2016,2;99 €,8;62 €
310,71012-15,Peter Pan,Minifigure Series,2016,6,1,Retail,True,01/05/2016,01/08/2016,2;99 €,8;80 €
311,71012-16,Captain Hook,Minifigure Series,2016,5,1,Retail,True,01/05/2016,01/08/2016,2;99 €,13;45 €
312,71012-17,Ursula,Minifigure Series,2016,5,1,Retail,True,01/05/2016,01/08/2016,2;99 €,10;12 €
313,71012-18,Ariel,Minifigure Series,2016,6,1,Retail,True,01/05/2016,01/08/2016,2;99 €,20;08 €
314,71012-19,Complete Set,Minifigure Series,2016,95,18,Retail,True,01/05/2016,01/08/2016,47;84 €,146;97 €
315,71013-0,Random Bag,Minifigure Series,2016,0,1,Retail,True,01/09/2016,20/11/2016,2;99 €,6;07 €
316,71013-17,Complete Set,Minifigure Series,2016,0,16,Retail,True,01/09/2016,20/11/2016,47;84 €,68;44 €
317,71014-0,Random Bag,Minifigure Series,2016,0,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,5;89 €
318,71014-1,Joachim Loew,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,8;48 €
319,71014-2,Manuel Neuer,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,13;43 €
320,71014-3,Jérôme Boateng,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,6;70 €
321,71014-4,Mats Hummels,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,6;03 €
322,71014-5,Benedikt Höwedes,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,4;27 €
323,71014-6,Shkodran Mustafi,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,3;50 €
324,71014-7,Bastian Schweinsteiger,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,3;90 €
325,71014-8,Mesut Ozil,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,3;61 €
326,71014-9,Thomas Müller,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,4;00 €
327,71014-10,Toni Kroos,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,3;36 €
328,71014-11,Sami Khedira,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,2;90 €
329,71014-12,André Schürrle,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,3;26 €
330,71014-13,Marco Reus,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,3;64 €
331,71014-14,Christoph Kramer,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,4;74 €
332,71014-15,Mario Götze,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,3;80 €
333,71014-16,Max Kruse,Minifigure Series,2016,6,1,RetailLimited,True,01/05/2016,01/07/2016,2;99 €,5;91 €
334,71014-17,Complete Set,Minifigure Series,2016,96,16,RetailLimited,True,01/05/2016,01/07/2016,47;84 €,74;13 €
335,71040-1,Disney World Cinderella Castle,Disney,2016,4080,7,Exclusive,True,06/10/2016,10/12/2022,349;99 €,308;00 €
336,71239-1,Lloyd,Dimensions,2016,56,1,Retail,True,11/05/2016,08/09/2016,14;99 €,53;02 €
337,71240-1,Bane,Dimensions,2016,52,1,Retail,True,11/05/2016,27/11/2016,14;99 €,15;54 €
338,71241-1,Slimer,Dimensions,2016,33,1,Retail,True,11/05/2016,30/08/2016,14;99 €,35;60 €
339,71300-1,Uxar Creature of Jungle,Bionicle,2016,89,0,Retail,True,02/01/2016,09/08/2016,9;99 €,54;32 €
340,71301-1,Ketar Creature of Stone,Bionicle,2016,80,0,Retail,True,02/01/2016,13/08/2016,9;99 €,35;24 €
341,71302-1,Akida Creature of Water,Bionicle,2016,120,0,Retail,True,02/01/2016,14/08/2016,9;99 €,36;89 €
342,71303-1,Ikir Creature of Fire,Bionicle,2016,77,0,Retail,True,02/01/2016,11/08/2016,9;99 €,139;32 €
343,71304-1,Terak Creature of Earth,Bionicle,2016,74,0,Retail,True,02/01/2016,12/08/2016,9;99 €,41;97 €
344,71305-1,Lewa Uniter of Jungle,Bionicle,2016,79,0,Retail,True,02/01/2016,10/08/2016,14;99 €,71;54 €
345,71306-1,Pohatu Uniter of Stone,Bionicle,2016,90,0,Retail,True,02/01/2016,12/08/2016,14;99 €,70;57 €
346,71307-1,Gali Uniter of Water,Bionicle,2016,87,0,Retail,True,02/01/2016,01/08/2016,14;99 €,194;97 €
347,71308-1,Tahu Uniter of Fire,Bionicle,2016,132,0,Retail,True,02/01/2016,23/04/2016,19;99 €,132;96 €
348,71309-1,Onua Uniter of Earth,Bionicle,2016,143,0,Retail,True,02/01/2016,11/08/2016,19;99 €,87;99 €
349,71310-1,Umarak the Hunter,Bionicle,2016,172,0,Retail,True,02/01/2016,30/06/2016,19;99 €,159;92 €
350,71311-1,Kopaka and Melum,Bionicle,2016,171,0,Retail,True,02/01/2016,31/05/2016,24;99 €,104;62 €
351,71312-1,Ekimu the Mask Maker,Bionicle,2016,94,0,Retail,True,01/06/2016,22/10/2016,14;99 €,134;43 €
352,71313-1,Lava Beast,Bionicle,2016,114,0,Retail,True,01/06/2016,12/02/2017,14;99 €,96;54 €
353,71314-1,Storm Beast,Bionicle,2016,109,0,Retail,True,01/06/2016,15/12/2016,14;99 €,89;15 €
354,71315-1,Quake Beast,Bionicle,2016,102,0,Retail,True,02/06/2016,09/12/2016,14;99 €,121;99 €
355,71316-1,Umarak the Destroyer,Bionicle,2016,191,0,Retail,True,02/06/2016,12/12/2016,24;99 €,150;61 €
356,75098-1,Assault on Hoth,Star Wars,2016,2144,15,Exclusive,True,01/05/2016,24/11/2017,249;99 €,472;94 €
357,75113-1,Rey,Star Wars,2016,84,0,Retail,True,02/01/2016,02/05/2017,19;99 €,21;75 €
358,75114-1,First Order Stormtrooper,Star Wars,2016,81,0,Retail,True,02/01/2016,16/03/2018,19;99 €,39;25 €
359,75115-1,Poe Dameron,Star Wars,2016,102,0,Retail,True,02/01/2016,12/04/2017,24;99 €,29;18 €
360,75116-1,Finn,Star Wars,2016,98,0,Retail,True,02/01/2016,31/03/2018,24;99 €,30;87 €
361,75117-1,Kylo Ren,Star Wars,2016,86,0,Retail,True,02/01/2016,23/08/2018,24;99 €,29;95 €
362,75118-1,Captain Phasma,Star Wars,2016,82,0,Retail,True,02/01/2016,25/11/2017,24;99 €,35;97 €
363,75125-1,Resistance X-wing Fighter,Star Wars,2016,87,1,Retail,True,01/03/2016,15/11/2017,9;99 €,14;10 €
364,75126-1,First Order Snowspeeder,Star Wars,2016,91,1,Retail,True,02/01/2016,25/11/2017,9;99 €,9;87 €
365,75127-1,The Ghost,Star Wars,2016,104,1,Retail,True,01/03/2016,02/12/2016,9;99 €,44;17 €
366,75128-1,TIE Advanced Prototype,Star Wars,2016,93,1,Retail,True,01/03/2016,28/11/2017,9;99 €,15;80 €
367,75129-1,Wookiee Gunship,Star Wars,2016,84,1,Retail,True,01/03/2016,25/11/2017,9;99 €,17;49 €
368,75130-1,AT-DP,Star Wars,2016,76,1,Retail,True,01/03/2016,26/11/2016,9;99 €,17;86 €
369,75131-1,Resistance Trooper Battle Pack,Star Wars,2016,112,4,Retail,True,02/01/2016,25/11/2017,16;99 €,20;38 €
370,75132-1,First Order Battle Pack,Star Wars,2016,88,4,Retail,True,02/01/2016,24/11/2017,16;99 €,16;01 €
371,75133-1,Rebel Alliance Battle Pack,Star Wars,2016,101,4,Retail,True,01/03/2016,21/11/2016,16;99 €,29;39 €
372,75134-1,Galactic Empire Battle Pack,Star Wars,2016,109,4,Retail,True,01/03/2016,07/11/2016,16;99 €,41;91 €
373,75135-1,Obi-Wan's Jedi Interceptor,Star Wars,2016,215,2,Retail,True,01/03/2016,02/12/2016,29;99 €,119;70 €
374,75136-1,Droid Escape Pod,Star Wars,2016,197,4,Retail,True,01/03/2016,26/11/2016,29;99 €,30;56 €
375,75137-1,Carbon-Freezing Chamber,Star Wars,2016,231,3,Retail,True,01/03/2016,24/11/2017,29;99 €,42;17 €
376,75138-1,Hoth Attack,Star Wars,2016,233,4,Retail,True,01/03/2016,28/11/2016,29;99 €,70;40 €
377,75139-1,Battle on Takodana,Star Wars,2016,409,5,Retail,True,02/01/2016,20/12/2017,59;99 €,64;62 €
378,75140-1,Resistance Troop Transporter,Star Wars,2016,646,4,Retail,True,02/01/2016,05/12/2016,69;99 €,71;34 €
379,75141-1,Kanan's Speeder Bike,Star Wars,2016,234,3,Retail,True,01/03/2016,05/05/2017,29;99 €,66;00 €
380,75142-1,Homing Spider Droid,Star Wars,2016,310,4,Retail,True,01/03/2016,05/06/2017,39;99 €,150;53 €
381,75145-1,Eclipse Fighter,Star Wars,2016,363,2,Retail,True,01/06/2016,28/11/2017,39;99 €,48;40 €
382,75146-1,Star Wars Advent Calendar,Star Wars,2016,282,10,Retail,True,17/09/2016,20/11/2016,29;99 €,38;83 €
383,75147-1,Star Scavenger,Star Wars,2016,558,4,Retail,True,01/06/2016,14/12/2017,59;99 €,62;04 €
384,75148-1,Encounter on Jakku,Star Wars,2016,530,4,Retail,True,01/06/2016,31/03/2018,69;99 €,53;79 €
385,75149-1,Resistance X-wing Fighter,Star Wars,2016,740,4,Retail,True,01/06/2016,07/12/2017,89;99 €,96;52 €
386,75150-1,Vader's TIE Advanced vs. A-wing Fighter,Star Wars,2016,702,4,Retail,True,01/06/2016,01/12/2016,109;99 €,154;37 €
387,75151-1,Clone Turbo Tank,Star Wars,2016,903,6,Retail,True,01/06/2016,28/11/2017,119;99 €,309;30 €
388,75157-1,Captain Rex's AT-TE,Star Wars,2016,972,5,Retail,True,01/06/2016,27/11/2017,119;99 €,260;00 €
389,75159-1,The Death Star,Star Wars,2016,4016,27,Exclusive,True,01/10/2016,20/11/2020,499;99 €,919;59 €
390,75821-1,Piggy Car Escape,The Angry Birds Movie,2016,74,2,Retail,True,02/04/2016,13/08/2017,14;99 €,19;21 €
391,75822-1,Piggy Plane Attack,The Angry Birds Movie,2016,168,2,Retail,True,02/04/2016,12/08/2017,24;99 €,36;44 €
392,75823-1,Bird Island Egg Heist,The Angry Birds Movie,2016,277,3,Retail,True,02/04/2016,11/08/2017,39;99 €,43;63 €
393,75824-1,Pig City Teardown,The Angry Birds Movie,2016,386,4,Retail,True,02/04/2016,13/08/2017,49;99 €,66;06 €
394,75825-1,Piggy Pirate Ship,The Angry Birds Movie,2016,620,4,Retail,True,02/04/2016,29/07/2017,69;99 €,71;30 €
395,75826-1,King Pig's Castle,The Angry Birds Movie,2016,859,5,Retail,True,02/04/2016,23/08/2017,89;99 €,112;95 €
396,75827-1,Firehouse Headquarters,Ghostbusters,2016,4634,10,Exclusive,True,02/01/2016,30/03/2018,349;99 €,561;24 €
397,75828-1,Ecto-1 & Ecto-2,Ghostbusters,2016,556,6,RetailLimited,True,02/07/2016,27/11/2017,59;99 €,98;75 €
398,75870-1,Chevrolet Corvette Z06,Speed Champions,2016,173,1,Retail,True,01/03/2016,11/12/2017,14;99 €,71;22 €
399,75871-1,Ford Mustang GT,Speed Champions,2016,185,1,Retail,True,01/03/2016,31/12/2017,14;99 €,85;94 €
400,75872-1,Audi R18 E-tron Quattro,Speed Champions,2016,166,1,Retail,True,01/03/2016,30/01/2018,14;99 €,51;37 €
401,75873-1,Audi R8 LMS Ultra,Speed Champions,2016,175,1,Retail,True,01/03/2016,28/01/2018,14;99 €,70;41 €
402,75874-1,Chevrolet Camaro Drag Race,Speed Champions,2016,445,3,Retail,True,01/03/2016,14/12/2017,34;99 €,113;00 €
403,75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,Speed Champions,2016,664,4,Retail,True,01/03/2016,09/12/2017,49;99 €,179;47 €
404,75876-1,Porsche 919 Hybrid and 917K Pit Lane,Speed Champions,2016,732,5,Retail,True,01/03/2016,16/12/2017,79;99 €,168;20 €
405,76044-1,Clash of the Heroes,DC Comics Super Heroes,2016,92,2,Retail,True,02/01/2016,04/12/2017,14;99 €,26;01 €
406,76045-1,Kryptonite Interception,DC Comics Super Heroes,2016,306,3,Retail,True,02/01/2016,11/12/2017,34;99 €,78;50 €
407,76046-1,Heroes of Justice Sky High Battle,DC Comics Super Heroes,2016,517,5,Retail,True,02/01/2016,29/12/2016,69;99 €,86;24 €
408,76047-1,Black Panther Pursuit,Marvel Super Heroes,2016,287,3,Retail,True,01/03/2016,25/11/2017,34;99 €,62;23 €
409,76048-1,Iron Skull Sub Attack,Marvel Super Heroes,2016,335,4,Retail,True,02/01/2016,17/02/2017,34;99 €,52;76 €
410,76049-1,Avenjet Space Mission,Marvel Super Heroes,2016,523,5,Retail,True,02/01/2016,04/12/2016,69;99 €,131;30 €
411,76050-1,Crossbones' Hazard Heist,Marvel Super Heroes,2016,179,3,Retail,True,01/03/2016,16/02/2017,24;99 €,26;40 €
412,76051-1,Super Hero Airport Battle,Marvel Super Heroes,2016,807,7,Retail,True,01/03/2016,06/12/2017,79;99 €,163;18 €
413,76052-1,Batcave,DC Comics Super Heroes,2016,2526,9,Exclusive,True,28/02/2016,19/03/2018,249;99 €,279;56 €
414,76053-1,Gotham City Cycle Chase,DC Comics Super Heroes,2016,224,3,Retail,True,01/03/2016,25/11/2017,24;99 €,24;54 €
415,76054-1,Batman Scarecrow Harvest of Fear,DC Comics Super Heroes,2016,563,5,Retail,True,01/08/2016,23/03/2018,69;99 €,79;20 €
416,76055-1,Batman Killer Croc Sewer Smash,DC Comics Super Heroes,2016,759,5,Retail,True,01/08/2016,31/03/2018,79;99 €,112;85 €
417,76056-1,Batman Rescue from Ra's al Ghul,DC Comics Super Heroes,2016,257,4,RetailLimited,True,02/07/2016,15/03/2018,34;99 €,62;26 €
418,76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,Marvel Super Heroes,2016,1092,7,Retail,True,01/08/2016,02/12/2017,99;99 €,237;71 €
419,76058-1,Spider-Man Ghost Rider Team-Up,Marvel Super Heroes,2016,217,3,Retail,True,01/08/2016,25/11/2017,24;99 €,62;54 €
420,76059-1,Spider-Man Doc Ock's Tentacle Trap,Marvel Super Heroes,2016,446,5,Retail,True,01/08/2016,25/11/2017,49;99 €,64;07 €
421,76060-1,Doctor Strange's Sanctum Sanctorum,Marvel Super Heroes,2016,358,3,Retail,True,01/08/2016,20/06/2017,34;99 €,46;63 €
422,76061-1,Mighty Micros Batman vs. Catwoman,DC Comics Super Heroes,2016,79,2,Retail,True,01/03/2016,03/12/2016,9;99 €,12;94 €
423,76062-1,Mighty Micros Robin vs. Bane,DC Comics Super Heroes,2016,77,2,Retail,True,01/03/2016,01/01/2017,9;99 €,13;39 €
424,76063-1,Mighty Micros The Flash vs. Captain Cold,DC Comics Super Heroes,2016,88,2,Retail,True,01/03/2016,04/12/2016,9;99 €,15;85 €
425,76064-1,Mighty Micros Spider-Man vs. Green Goblin,Marvel Super Heroes,2016,85,2,Retail,True,01/03/2016,04/12/2016,9;99 €,14;04 €
